index,recommend,content,datetime
82,True,걍 까셈 ㅇㅇ ㄴ내 인생게임임 친구들이랑 밤새 이 게임만 함 ㅇㅇㅇㅇㅇ 너무 재밌음 진자 이거 완전 너무 갓갬 ㅇㅇㅇㅇ 무조건 하셈 가격대비 너무 재밌고 용량 대비 스케일이랑 퀄리티가 너무 엄청 매우 짱짱 높음,2025-07-09 08:55:31
83,True,"리썰이랑 비슷한 메커니즘 게임.
재미는 있으나 굳이 아쉬움을 찾자면 맵과 아이템 등이 한정적이라는 아쉬움이 존재, 이는 모드로 채울 수 있으나 따로 다운받고 해야하는 번거로움이 있음. 그 외에는 재미있는 게임.",2025-07-09 08:36:41
84,True,"엊그제부터 일본서버 핑이 200을 뛰어넘어 제대로 즐기지 못하고 있습니다.

하루빨리 고쳐졌으면 좋겠네요.

Since yesterday, the Japanese server ping has exceeded 200, so I haven't been enjoying it properly.

I hope it gets fixed as soon as possible.",2025-07-09 06:36:41
85,True,굿,2025-07-09 05:57:09
86,True,친구 있음 짱 재밌음 ...........,2025-07-09 03:31:32
87,True,최근  한국에서 일본 서버를 들어가면 핑이 200까지 올라갑니다 저의 컴퓨터 문제가 아닌게 RTX4060 CPU5600을 사용 하고 있습니다 빠른 벅르 수정 부탁 드립니다,2025-07-08 16:51:26
88,True,좋네요,2025-07-08 16:18:26
89,True,무난히 좋습니다,2025-07-08 15:24:39
90,True,트롤링이 내 낙이다,2025-07-08 12:51:43
91,True,개존잼,2025-07-08 11:30:34
92,False,트롤만나면혈압올라뒤짐,2025-07-08 09:04:20
93,True,리썰 처럼 친구들하고 같이 하기 괜찮은 게임 같습니다 혼자서 하기에는 좀 심심하기도 하고 여러가지 모드도 많이 나와서 같이 하면 컨텐츠도 재미도 추가된거 같아 생각보다 오래 재미있게 즐길수 있었습니다.,2025-07-08 08:12:49
94,True,진짜 재밌음..,2025-07-08 07:39:09
95,True,d,2025-07-08 04:18:25
96,True,굿,2025-07-07 22:34:25
97,True,"친구들이랑 하기 정말 좋아요
사람 적으면 세이브 삭제 방지 모드처럼 난이도 낮추는 모드들 많으니까 그런거 깔고 하면 할만해요",2025-07-07 20:24:37
98,True,혼자서도재밋어요,2025-07-07 19:24:32
99,True,직접 플레이 해보니 확실히 재밌네요 강력 추천!,2025-07-07 16:01:26
100,True,"유튜브보고 처음 접했는데 친구 필요한게임 아닌가싶어서 주저하다가
솔플하는 사람도 있길래 사봤는데
보는것보다 훨씬 쫄리고 재밌음
여럿이서 하는게 당연히 좋아보이는데
솔로라도 쫄릴때 나아갈 용기만 있으면 재밌게 할만한 게임인듯
가격도 싸고 그러니 혼자여도 속았다생각하고 사볼만함",2025-07-07 15:10:08
